tile.stone, ID = 1
tile.melon, ID = 103
tile.pumpkinStem, ID = 104
tile.pumpkinStem, ID = 105
tile.vine, ID = 106
tile.fenceGate, ID = 107
tile.stairsBrick, ID = 108
tile.stairsStoneBrickSmooth, ID = 109
tile.mycel, ID = 110
tile.waterlily, ID = 111
tile.netherBrick, ID = 112
tile.netherFence, ID = 113
tile.stairsNetherBrick, ID = 114
tile.netherStalk, ID = 115
tile.enchantmentTable, ID = 116
tile.brewingStand, ID = 117
tile.cauldron, ID = 118
tile.null, ID = 119
tile.endPortalFrame, ID = 120
tile.whiteStone, ID = 121
tile.dragonEgg, ID = 122
tile.redstoneLight, ID = 123
tile.redstoneLight, ID = 124
tile.woodSlab, ID = 125
tile.woodSlab, ID = 126
tile.cocoa, ID = 127
tile.stairsSandStone, ID = 128
tile.oreEmerald, ID = 129
tile.enderChest, ID = 130
tile.tripWireSource, ID = 131
tile.tripWire, ID = 132
tile.blockEmerald, ID = 133
tile.stairsWoodSpruce, ID = 134
tile.stairsWoodBirch, ID = 135
tile.stairsWoodJungle, ID = 136
tile.commandBlock, ID = 137
tile.beacon, ID = 138
tile.cobbleWall, ID = 139
tile.flowerPot, ID = 140
tile.carrots, ID = 141
tile.potatoes, ID = 142
tile.button, ID = 143
tile.skull, ID = 144
tile.anvil, ID = 145
tile.chestTrap, ID = 146
tile.weightedPlate_light, ID = 147
tile.weightedPlate_heavy, ID = 148
tile.comparator, ID = 149
tile.comparator, ID = 150
tile.daylightDetector, ID = 151
tile.blockRedstone, ID = 152
tile.netherquartz, ID = 153
tile.hopper, ID = 154
tile.quartzBlock, ID = 155
tile.stairsQuartz, ID = 156
tile.activatorRail, ID = 157
tile.dropper, ID = 158
tile.clayHardenedStained, ID = 159
tile.hayBlock, ID = 170
tile.woolCarpet, ID = 171
tile.clayHardened, ID = 172
tile.blockCoal, ID = 173
tile.uncrafter, ID = 187
tile.disenchanter, ID = 188
tile.bop.ash, ID = 220
tile.bop.generic.ash_stone, ID = 221
tile.bop.generic.crag_rock, ID = 222
tile.bop.generic.dried_dirt, ID = 223
tile.bop.flesh, ID = 224
tile.bop.generic.hard_dirt, ID = 225
tile.bop.generic.hard_ice, ID = 226
tile.bop.generic.hard_sand, ID = 227
tile.bop.generic.holy_dirt, ID = 228
tile.bop.holyGrass, ID = 229
tile.bop.longGrass, ID = 230
tile.bop.mud, ID = 231
tile.bop.originGrass, ID = 232
tile.bop.redRocks, ID = 233
tile.bop.holyStone, ID = 234
tile.BlockLimbo, ID = 240
tile.blockDimWallPerm, ID = 241
tile.limestone, ID = 242
tile.mixedDirt, ID = 243
tile.mixedsand, ID = 244
tile.normalCube, ID = 245
tile.redSandstone, ID = 246
tile.TaintedSoil, ID = 250
tile.HeatSand, ID = 251
item.shovelIron, ID = 256
item.pickaxeIron, ID = 257
item.hatchetIron, ID = 258
item.flintAndSteel, ID = 259
item.apple, ID = 260
item.bow, ID = 261
item.arrow, ID = 262
item.coal, ID = 263
item.diamond, ID = 264
item.ingotIron, ID = 265
item.ingotGold, ID = 266
item.swordIron, ID = 267
item.swordWood, ID = 268
item.shovelWood, ID = 269
item.pickaxeWood, ID = 270
item.hatchetWood, ID = 271
item.swordStone, ID = 272
item.shovelStone, ID = 273
item.pickaxeStone, ID = 274
item.hatchetStone, ID = 275
item.swordDiamond, ID = 276
item.shovelDiamond, ID = 277
item.pickaxeDiamond, ID = 278
item.hatchetDiamond, ID = 279
item.stick, ID = 280
item.bowl, ID = 281
item.mushroomStew, ID = 282
item.swordGold, ID = 283
item.shovelGold, ID = 284
item.pickaxeGold, ID = 285
item.hatchetGold, ID = 286
item.string, ID = 287
item.feather, ID = 288
item.sulphur, ID = 289
item.hoeWood, ID = 290
item.hoeStone, ID = 291
item.hoeIron, ID = 292
item.hoeDiamond, ID = 293
item.hoeGold, ID = 294
item.seeds, ID = 295
item.wheat, ID = 296
item.bread, ID = 297
item.helmetCloth, ID = 298
item.chestplateCloth, ID = 299
item.leggingsCloth, ID = 300
item.bootsCloth, ID = 301
item.helmetChain, ID = 302
item.chestplateChain, ID = 303
item.leggingsChain, ID = 304
item.bootsChain, ID = 305
item.helmetIron, ID = 306
item.chestplateIron, ID = 307
item.leggingsIron, ID = 308
item.bootsIron, ID = 309
item.helmetDiamond, ID = 310
item.chestplateDiamond, ID = 311
item.leggingsDiamond, ID = 312
item.bootsDiamond, ID = 313
item.helmetGold, ID = 314
item.chestplateGold, ID = 315
item.leggingsGold, ID = 316
item.bootsGold, ID = 317
item.flint, ID = 318
item.porkchopRaw, ID = 319
item.porkchopCooked, ID = 320
item.painting, ID = 321
item.appleGold, ID = 322
item.sign, ID = 323
item.doorWood, ID = 324
item.bucket, ID = 325
item.bucketWater, ID = 326
item.bucketLava, ID = 327
item.railcraft.cart.basic, ID = 328
item.saddle, ID = 329
item.doorIron, ID = 330
item.redstone, ID = 331
item.snowball, ID = 332
item.boat, ID = 333
item.leather, ID = 334
item.milk, ID = 335
item.brick, ID = 336
item.clay, ID = 337
item.reeds, ID = 338
item.paper, ID = 339
item.book, ID = 340
item.slimeball, ID = 341
item.railcraft.cart.chest, ID = 342
item.railcraft.cart.furnace, ID = 343
item.egg, ID = 344
item.compass, ID = 345
item.fishingRod, ID = 346
item.clock, ID = 347
item.yellowDust, ID = 348
item.fishRaw, ID = 349
item.fishCooked, ID = 350
item.dyePowder, ID = 351
item.bone, ID = 352
item.sugar, ID = 353
item.cake, ID = 354
item.bed, ID = 355
item.diode, ID = 356
item.cookie, ID = 357
item.map, ID = 358
item.shears, ID = 359
item.melon, ID = 360
item.seeds_pumpkin, ID = 361
item.seeds_melon, ID = 362
item.beefRaw, ID = 363
item.beefCooked, ID = 364
item.chickenRaw, ID = 365
item.chickenCooked, ID = 366
item.rottenFlesh, ID = 367
item.enderPearl, ID = 368
item.blazeRod, ID = 369
item.ghastTear, ID = 370
item.goldNugget, ID = 371
item.netherStalkSeeds, ID = 372
item.potion, ID = 373
item.glassBottle, ID = 374
item.spiderEye, ID = 375
item.fermentedSpiderEye, ID = 376
item.blazePowder, ID = 377
item.magmaCream, ID = 378
item.brewingStand, ID = 379
item.cauldron, ID = 380
item.eyeOfEnder, ID = 381
item.speckledMelon, ID = 382
item.monsterPlacer, ID = 383
item.expBottle, ID = 384
item.fireball, ID = 385
item.writingBook, ID = 386
item.writtenBook, ID = 387
item.emerald, ID = 388
item.frame, ID = 389
item.flowerPot, ID = 390
item.carrots, ID = 391
item.potato, ID = 392
item.potatoBaked, ID = 393
item.potatoPoisonous, ID = 394
item.emptyMap, ID = 395
item.carrotGolden, ID = 396
item.skull, ID = 397
item.carrotOnAStick, ID = 398
item.netherStar, ID = 399
item.pumpkinPie, ID = 400
item.fireworks, ID = 401
item.fireworksCharge, ID = 402
item.enchantedBook, ID = 403
item.comparator, ID = 404
item.netherbrick, ID = 405
item.netherquartz, ID = 406
item.railcraft.cart.tnt, ID = 407
item.minecartHopper, ID = 408
item.horsearmormetal, ID = 417
item.horsearmorgold, ID = 418
item.horsearmordiamond, ID = 419
item.leash, ID = 420
item.nameTag, ID = 421
tile.railcraft.post.metal.platform, ID = 480
tile.arsmagica2:arcanereconstructor, ID = 601
tile.arsmagica2:blockastralbarrier, ID = 602
tile.arsmagica2:aum, ID = 603
tile.arsmagica2:blockcaster, ID = 604
tile.arsmagica2:blue_orchid, ID = 605
tile.arsmagica2:calefactor, ID = 606
tile.arsmagica2:casterRune, ID = 607
tile.arsmagica2:altarOfCreation, ID = 608
tile.arsmagica2:crystalpillar, ID = 609
tile.arsmagica2:darknexus, ID = 610
tile.arsmagica2:particleEmitter, ID = 611
tile.arsmagica2:desert_nova, ID = 612
tile.arsmagica2:essenceconduit, ID = 613
tile.arsmagica2:essencenexus, ID = 614
tile.arsmagica2:essence_refiner, ID = 615
tile.arsmagica2:everstone, ID = 616
tile.arsmagica2:illusionBlock, ID = 617
tile.arsmagica2:gold_inlay, ID = 618
tile.arsmagica2:iron_inlay, ID = 619
tile.arsmagica2:redstone_inlay, ID = 620
tile.arsmagica2:inscriptionTable, ID = 621
tile.arsmagica2:invisibleUtility, ID = 622
tile.arsmagica2:keystonechest, ID = 623
tile.arsmagica2:keystoneDoor, ID = 624
tile.arsmagica2:blockkeystonerecepticle, ID = 625
tile.arsmagica2:keystoneTrapdoor, ID = 626
tile.arsmagica2:lectern, ID = 627
tile.arsmagica2:liquidEssence, ID = 629
tile.arsmagica2:magetorch, ID = 630
tile.arsmagica2:magic_sigil, ID = 631
tile.arsmagica2:magicWall, ID = 632
tile.arsmagica2:magiciansWorkbench, ID = 633
tile.arsmagica2:mana_battery, ID = 634
tile.arsmagica2:occulus, ID = 635
tile.arsmagica2:ores, ID = 636
tile.arsmagica2:blockseerstone, ID = 637
tile.arsmagica2:slipstreamGenerator, ID = 638
tile.arsmagica2:spellRune, ID = 639
tile.arsmagica2:summoner, ID = 640
tile.arsmagica2:tarmaroot, ID = 641
tile.arsmagica2:blockthorns, ID = 642
tile.arsmagica2:vinteumTorch, ID = 643
tile.arsmagica2:wakebloom, ID = 644
tile.arsmagica2:witchwoodleaves, ID = 645
item.flowerPot, ID = 646
tile.arsmagica2:planksWitchwood, ID = 647
tile.arsmagica2:saplingWitchwood, ID = 648
tile.arsmagica2:witchwoodDoubleSlab, ID = 649
tile.arsmagica2:witchwoodSingleSlab, ID = 650
tile.arsmagica2:stairsWitchwood, ID = 651
tile.arsmagica2:witchwoodlog, ID = 652
tile.armourForge, ID = 655
tile.blockHomHeart, ID = 656
tile.bloodPedestal, ID = 657
tile.bloodPlinth, ID = 658
tile.bloodTeleposer, ID = 659
tile.blockWritingTable, ID = 660
tile.blockAltar, ID = 661
tile.blockBloodLightSource, ID = 662
tile.bloodRune, ID = 663
tile.bloodSocket, ID = 664
tile.bloodStoneBrick, ID = 665
tile.efficiencyRune, ID = 666
tile.emptySocket, ID = 667
tile.imperfectRitualStone, ID = 668
tile.largeBloodStoneBrick, ID = 669
tile.lifeEssenceBlock, ID = 671
tile.blockMasterStone, ID = 673
tile.ritualStone, ID = 674
tile.runeOfSacrifice, ID = 675
tile.runeOfSelfSacrifice, ID = 676
tile.spectralBlock, ID = 677
tile.speedRune, ID = 678
tile.blockSpellEffect, ID = 680
tile.blockSpellEnhancement, ID = 681
tile.blockSpellModifier, ID = 682
tile.blockSpellParadigm, ID = 683
tile.blockConduit, ID = 684
tile.autoScraper, ID = 700
tile.combustionGenerator, ID = 701
tile.combustionGeneratorIdle, ID = 702
tile.dnaAnalyser, ID = 703
tile.dnaAutoSplitter, ID = 704
tile.dnaBreeder, ID = 705
tile.centrifuge, ID = 706
tile.dnaCloner, ID = 707
tile.dnaCombiner, ID = 708
tile.dnaEncoder, ID = 709
tile.dnaExtractor, ID = 710
tile.dnaInsulator, ID = 711
tile.dnaRemover, ID = 712
tile.dnaSplitter, ID = 713
tile.dnaTransmutator, ID = 714
tile.deathEnderChest, ID = 715
tile.healCrystalBlock, ID = 716
tile.microscope, ID = 717
tile.mCropThaumcraftShard, ID = 725
tile.mCropUranium, ID = 726
tile.mCropOil, ID = 727
tile.BlockArcaneFence, ID = 731
tile.mCropDeathBloom, ID = 754
tile.planner, ID = 790
tile.machine, ID = 791
tile.kineticEngine, ID = 792
tile.BiblioLamp, ID = 803
tile.BiblioLantern, ID = 804
tile.BiblioMapFrames, ID = 805
tile.BiblioStuffs, ID = 806
tile.BiblioPotionShelf, ID = 807
tile.BiblioPress, ID = 808
tile.BiblioSeats, ID = 809
tile.BiblioTable, ID = 810
tile.BiblioType, ID = 811
tile.BiblioCase, ID = 812
tile.BiblioRack, ID = 813
tile.BiblioLabel, ID = 814
tile.BiblioDesk, ID = 815
tile.BiblioArmorStand, ID = 816
tile.Bibliotheca, ID = 817
tile.BiblioShelf, ID = 818
tile.BiblioWoodBookcase, ID = 830
tile.BiblioWooddesk, ID = 831
tile.BiblioWoodcase0, ID = 832
tile.BiblioWoodcase1, ID = 833
tile.BiblioWoodcase2, ID = 834
tile.BiblioWoodcase3, ID = 835
tile.BiblioWoodlabel, ID = 836
tile.BiblioWoodMapFrame, ID = 837
tile.BiblioWoodpotshelf, ID = 838
tile.BiblioWoodSeat, ID = 839
tile.BiblioWoodshelf, ID = 840
tile.BiblioWoodtable, ID = 841
tile.BiblioWoodrack, ID = 842
tile.BiblioWoodFstBookcase, ID = 850
tile.BiblioWoodFstBookcase2, ID = 851
tile.BiblioWoodFstdesk, ID = 852
tile.BiblioWoodFstdesk2, ID = 853
tile.BiblioWoodFstcase0, ID = 854
tile.BiblioWoodFstcase1, ID = 855
tile.BiblioWoodFstcase2, ID = 856
tile.BiblioWoodFstcase3, ID = 857
tile.BiblioWoodFstcase4, ID = 858
tile.BiblioWoodFstcase5, ID = 859
tile.BiblioWoodFstlabel, ID = 860
tile.BiblioWoodFstlabel2, ID = 861
tile.BiblioWoodMapFrame, ID = 862
tile.BiblioWoodMapFrame2, ID = 863
tile.BiblioWoodFstpotshelf, ID = 864
tile.BiblioWoodFstpotshelf2, ID = 865
tile.BiblioWoodSeat, ID = 866
tile.BiblioWoodSeat2, ID = 867
tile.BiblioWoodFstshelf, ID = 868
tile.BiblioWoodFstshelf2, ID = 869
tile.BiblioWoodFsttable, ID = 870
tile.BiblioWoodFsttable2, ID = 871
tile.BiblioWoodFstrack, ID = 872
tile.BiblioWoodFstrack2, ID = 873
tile.BiblioWoodBookcase, ID = 880
tile.BiblioWooddesk, ID = 881
tile.BiblioWoodcase0, ID = 882
tile.BiblioWoodcase1, ID = 883
tile.BiblioWoodcase2, ID = 884
tile.BiblioWoodcase3, ID = 885
tile.BiblioWoodlabel, ID = 886
tile.BiblioWoodMapFrame, ID = 887
tile.BiblioWoodpotshelf, ID = 888
tile.BiblioWoodSeat, ID = 889
tile.BiblioWoodshelf, ID = 890
tile.BiblioWoodtable, ID = 891
tile.BiblioWoodrack, ID = 892
tile.bop.acaciaStairs, ID = 900
tile.bop.amethystOre, ID = 901
tile.bop.bamboo, ID = 902
tile.bop.bones, ID = 903
tile.bop.cherryStairs, ID = 904
tile.bop.cloud, ID = 905
tile.bop.leavesColorized1, ID = 906
tile.bop.leavesColorized2, ID = 907
tile.bop.colorizedSaplings, ID = 910
tile.bop.coral, ID = 911
tile.bop.generic.crystal, ID = 912
tile.bop.darkStairs, ID = 913
tile.bop.firStairs, ID = 914
tile.bop.flowers2, ID = 915
tile.bop.flowers, ID = 916
tile.bop.foliage, ID = 917
tile.bop.leavesFruit2, ID = 918
tile.bop.leavesFruit, ID = 919
tile.bop.grave, ID = 920
tile.bop.hellBarkStairs, ID = 921
tile.bop.hive, ID = 922
tile.bop.holyStairs, ID = 923
tile.bop.honeyBlock, ID = 924
tile.bop.ivy, ID = 925
tile.bop.jacarandaStairs, ID = 926
tile.bop.leaves1, ID = 927
tile.bop.leaves2, ID = 928
tile.bop.leaves3, ID = 929
tile.bop.leaves4, ID = 930
tile.bop.wood1, ID = 931
tile.bop.wood2, ID = 932
tile.bop.wood3, ID = 933
tile.bop.wood4, ID = 934
tile.bop.magicStairs, ID = 935
tile.bop.mangroveStairs, ID = 936
tile.bop.moss, ID = 937
tile.bop.mudBricksStairs, ID = 938
tile.bop.generic.mud_brick, ID = 939
tile.bop.mushrooms, ID = 940
tile.bop.overgrownNetherrack, ID = 941
tile.bop.palmStairs, ID = 942
tile.bop.petals, ID = 943
tile.bop.pineStairs, ID = 944
tile.bop.planks, ID = 945
tile.bop.plants, ID = 946
tile.bop.promisedPortal, ID = 947
tile.bop.puddle, ID = 948
tile.bop.redBricksStairs, ID = 949
tile.bop.redCobbleStairs, ID = 950
tile.bop.redwoodStairs, ID = 951
tile.bop.saplings, ID = 952
tile.bop.holyBricksStairs, ID = 953
tile.bop.holyCobbleStairs, ID = 954
tile.bop.stoneDoubleSlab, ID = 955
tile.bop.stoneFormations, ID = 956
tile.bop.stoneSingleSlab, ID = 957
tile.bop.treeMoss, ID = 958
tile.bop.turnip, ID = 959
tile.bop.willow, ID = 960
tile.bop.willowStairs, ID = 961
tile.bop.woodenDoubleSlab1, ID = 962
tile.bop.woodenDoubleSlab2, ID = 963
tile.bop.woodenSingleSlab1, ID = 964
tile.bop.woodenSingleSlab2, ID = 965
tile.bop.honey, ID = 980
tile.bop.liquidPoison, ID = 982
tile.bop.springWater, ID = 984
tile.architectBlock, ID = 1000
tile.null, ID = 1001
tile.autoWorkbenchBlock, ID = 1002
tile.libraryBlock, ID = 1003
tile.builderBlock, ID = 1004
tile.plainPipeBlock, ID = 1005
tile.engineBlock, ID = 1006
tile.fillerBlock, ID = 1007
tile.filteredBufferBlock, ID = 1008
tile.floodGateBlock, ID = 1009
tile.frameBlock, ID = 1010
tile.blockFuel, ID = 1011
tile.blockHopper, ID = 1012
tile.laserBlock, ID = 1013
tile.markerBlock, ID = 1014
tile.miningWellBlock, ID = 1015
tile.blockOil, ID = 1016
tile.pathMarkerBlock, ID = 1017
tile.null, ID = 1018
tile.pumpBlock, ID = 1019
tile.machineBlock, ID = 1020
tile.refineryBlock, ID = 1021
tile.eternalSpring, ID = 1022
tile.tankBlock, ID = 1023
tile.blockSurreal, ID = 1057
tile.armChair, ID = 1100
tile.bathBlock, ID = 1101
tile.ceramicBlockOne, ID = 1102
tile.ironBlockOne, ID = 1103
tile.ironBlocksTwo, ID = 1104
tile.lightsOff, ID = 1105
tile.lightsOn, ID = 1106
tile.miscOne, ID = 1107
tile.MobHeadsFour, ID = 1108
tile.MobHeadsOne, ID = 1109
tile.MobHeadsThree, ID = 1110
tile.MobHeadsTwo, ID = 1111
tile.roofingBlocksOne, ID = 1112
tile.sofaCenter, ID = 1113
tile.sofaCorner, ID = 1114
tile.sofaLeft, ID = 1115
tile.sofaRight, ID = 1116
tile.woodBlocks, ID = 1117
tile.woodBlocksThree, ID = 1118
tile.woodBlocksTwo, ID = 1119
tile.Anti Anti-Builder Stone, ID = 1136
tile.Anti-Builder, ID = 1137
tile.Arrow Trap, ID = 1138
tile.Tripwire Cover, ID = 1140
tile.Illusionary Block, ID = 1143
tile.Floating Block, ID = 1146
tile.Invisible Bedrock, ID = 1147
tile.Invisible Block, ID = 1148
tile.Invisible Pressure Plate, ID = 1149
tile.Laser Beam, ID = 1150
tile.Laser Beam Source, ID = 1151
tile.Invisible Obsidiplate, ID = 1152
tile.Wall Obsidiplate, ID = 1153
tile.Quicksand, ID = 1154
tile.Upright Spikes, ID = 1155
tile.Wallplate, ID = 1156
tile.Display Pedestal, ID = 1158
tile.ganysnether.blackQuartzStairs, ID = 1204
tile.ganysnether.blazingCactoid, ID = 1205
tile.ganysnether.blueQuartzStairs, ID = 1206
tile.ganysnether.brownQuartzStairs, ID = 1207
tile.ganysnether.colouredChiselledQuartzBlock, ID = 1208
tile.ganysnether.colouredQuartzBlock, ID = 1209
tile.ganysnether.colouredQuartzPillar0, ID = 1210
tile.ganysnether.colouredQuartzPillar1, ID = 1211
tile.ganysnether.colouredQuartzPillar2, ID = 1212
tile.ganysnether.colouredQuartzPillar3, ID = 1213
tile.ganysnether.cyanQuartzStairs, ID = 1214
tile.ganysnether.denseLavaCell, ID = 1215
tile.ganysnether.glowBox, ID = 1216
tile.ganysnether.glowingReed, ID = 1217
tile.ganysnether.greenQuartzStairs, ID = 1218
tile.ganysnether.greyQuartzStairs, ID = 1219
tile.ganysnether.hellBush, ID = 1220
tile.ganysnether.lightBlueQuartzStairs, ID = 1221
tile.ganysnether.lightGreyQuartzStairs, ID = 1222
tile.ganysnether.limeQuartzStairs, ID = 1223
tile.ganysnether.magentaQuartzStairs, ID = 1224
tile.ganysnether.magmaticCentrifuge, ID = 1225
tile.ganysnether.orangeQuartzStairs, ID = 1226
tile.ganysnether.pinkQuartzStairs, ID = 1227
tile.ganysnether.purpleQuartzStairs, ID = 1228
tile.ganysnether.quarzBerryBush, ID = 1229
tile.ganysnether.redQuartzStairs, ID = 1230
tile.ganysnether.reproducer, ID = 1231
tile.ganysnether.soulChest, ID = 1232
tile.ganysnether.soulGlass, ID = 1233
tile.ganysnether.soulGlassStairs, ID = 1234
tile.ganysnether.soulTNT, ID = 1235
tile.ganysnether.spectreWheat, ID = 1236
tile.ganysnether.tilledNetherrack, ID = 1237
tile.ganysnether.undertaker, ID = 1238
tile.ganysnether.volcanicFurnace_true, ID = 1239
tile.ganysnether.volcanicFurnace_false, ID = 1240
tile.ganysnether.weepingPod, ID = 1241
tile.ganysnether.whiteQuartzStairs, ID = 1242
tile.ganysnether.witherShrub, ID = 1243
tile.ganysnether.yellowQuartzStairs, ID = 1244
tile.ganyssurface.blockDetector, ID = 1245
tile.ganyssurface.camelliaCrop, ID = 1246
tile.ganyssurface.chestPropellant, ID = 1247
tile.ganyssurface.chocolateCake, ID = 1248
tile.ganyssurface.colouredRedstoneBLACK, ID = 1249
tile.ganyssurface.colouredRedstoneBLUE, ID = 1250
tile.ganyssurface.colouredRedstoneBROWN, ID = 1251
tile.ganyssurface.colouredRedstoneBlock, ID = 1252
tile.ganyssurface.colouredRedstoneCYAN, ID = 1253
tile.ganyssurface.colouredRedstoneGREEN, ID = 1254
tile.ganyssurface.colouredRedstoneGREY, ID = 1255
tile.ganyssurface.colouredRedstoneLIGHTBLUE, ID = 1256
tile.ganyssurface.colouredRedstoneLIGHTGREY, ID = 1257
tile.ganyssurface.colouredRedstoneLIME, ID = 1258
tile.ganyssurface.colouredRedstoneMAGENTA, ID = 1259
tile.ganyssurface.colouredRedstoneORANGE, ID = 1260
tile.ganyssurface.colouredRedstonePINK, ID = 1261
tile.ganyssurface.colouredRedstonePURPLE, ID = 1262
tile.ganyssurface.colouredRedstoneWHITE, ID = 1263
tile.ganyssurface.colouredRedstoneYELLOW, ID = 1264
tile.ganyssurface.cubicSensoringDislocator, ID = 1265
tile.ganyssurface.cushion, ID = 1266
tile.ganyssurface.disguisedTrapDoorBirch, ID = 1267
tile.ganyssurface.disguisedTrapDoorJungle, ID = 1268
tile.ganyssurface.disguisedTrapDoorOak, ID = 1269
tile.ganyssurface.disguisedTrapDoorSpruce, ID = 1270
tile.ganyssurface.dislocator, ID = 1271
tile.ganyssurface.dualWorkTable, ID = 1272
tile.ganyssurface.farmManager, ID = 1273
tile.ganyssurface.fertilizedSoil, ID = 1274
tile.ganyssurface.inkHarvester, ID = 1275
tile.ganyssurface.itemDisplay, ID = 1276
tile.ganyssurface.lantern, ID = 1277
tile.ganyssurface.market, ID = 1278
tile.ganyssurface.organicMatterCompressor, ID = 1279
tile.ganyssurface.planter, ID = 1280
tile.ganyssurface.poopBlock, ID = 1281
tile.ganyssurface.rainDetector, ID = 1282
tile.ganyssurface.sensoringDislocator, ID = 1283
tile.ganyssurface.slimeBlock, ID = 1284
tile.ganyssurface.workTable, ID = 1285
tile.diamond, ID = 1310
tile.emerald, ID = 1311
tile.gold, ID = 1312
tile.iron, ID = 1313
tile.lapis, ID = 1314
tile.limestone, ID = 1315
tile.limestoneSlab, ID = 1316
tile.null, ID = 1317
tile.blockLimestoneStairs.0, ID = 1318
tile.blockLimestoneStairs.1, ID = 1319
tile.blockLimestoneStairs.2, ID = 1320
tile.blockLimestoneStairs.3, ID = 1321
tile.blockLimestoneStairs.4, ID = 1322
tile.blockLimestoneStairs.5, ID = 1323
tile.blockLimestoneStairs.6, ID = 1324
tile.blockLimestoneStairs.7, ID = 1325
tile.marble, ID = 1326
tile.marblePillar, ID = 1327
tile.marblePillarSlab, ID = 1328
tile.null, ID = 1329
tile.marbleSlab, ID = 1330
tile.null, ID = 1331
tile.blockMarbleStairs.0, ID = 1332
tile.blockMarbleStairs.1, ID = 1333
tile.blockMarbleStairs.2, ID = 1334
tile.blockMarbleStairs.3, ID = 1335
tile.blockMarbleStairs.4, ID = 1336
tile.blockMarbleStairs.5, ID = 1337
tile.blockMarbleStairs.6, ID = 1338
tile.blockMarbleStairs.7, ID = 1339
tile.blockRedstone, ID = 1340
tile.blockBookshelf, ID = 1341
tile.blockCarpet, ID = 1342
tile.blockCarpetFloor, ID = 1343
tile.blockCloud, ID = 1344
tile.concrete, ID = 1345
tile.blockDirt, ID = 1346
tile.blockFactory, ID = 1347
tile.fenceIron, ID = 1348
tile.blockFft, ID = 1349
tile.glass, ID = 1350
tile.hellrock, ID = 1351
tile.blockHolystone, ID = 1352
tile.icePillar, ID = 1353
tile.iceStairs.0, ID = 1354
tile.iceStairs.1, ID = 1355
tile.iceStairs.2, ID = 1356
tile.iceStairs.3, ID = 1357
tile.iceStairs.4, ID = 1358
tile.iceStairs.5, ID = 1359
tile.iceStairs.6, ID = 1360
tile.iceStairs.7, ID = 1361
tile.blockLavastone, ID = 1362
tile.lightstone, ID = 1363
tile.netherBrick, ID = 1364
tile.obsidian, ID = 1365
tile.roadLine, ID = 1366
tile.sandSnakestone, ID = 1367
tile.sandstone, ID = 1368
tile.sandstoneScribbles, ID = 1369
tile.snakestone, ID = 1370
tile.obsidianSnakestone, ID = 1371
tile.stoneMoss, ID = 1372
tile.cobblestone, ID = 1373
